Property Name,Portfolio Manager ID,Street Address,Street Address 2,City/Municipality,State/Province,Other State/Province,Postal Code,Country,Year Built,Self-Selected Primary Function,Construction Status,Gross Floor Area,GFA Units,Occupancy (%),Number of Buildings,How Many Buildings?,Parent Property Name (if Applicable),Parent Property ID,Is this Property Owned or Operated by the US or Canadian Federal Government?,Federal Agency/Department
NM0061ZZ - LAS CRUCES COURTHOUSE,2999318,100 NORTH CHURCH STREET,,LAS CRUCES,New Mexico,,88001,United States,2010,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NM0502ZZ - ALBUQUERQUE FED BLDG,2999319,421 GOLD AVE S.W.,,ALBUQUERQUE,New Mexico,,87102,United States,1931,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0012ZZ - C CLIFTON YOUNG FBCT,2630092,300 BOOTH ST,,RENO,Nevada,,895021317,United States,1965,Office,Existing,133438,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0013ZZ - FOLEY FB AND CTHS,1279939,300 LAS VEGAS BLVD SO,,LAS VEGAS,Nevada,,89101,United States,1967,Courthouse,Existing,209205,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0014ZZ - CARSON CITY FEDERAL BLDG,1279338,705 N PLAZA,,CARSON CITY,Nevada,,89701,United States,1970,Office,Existing,51338,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0288ZZ - ALAN BIBLE FEDERAL BLDG,1279940,"600 LAS VEGAS BLVD, SOUTH",,LAS VEGAS,Nevada,,89101,United States,1985,Office,Existing,160255,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0294ZZ - BR THOMPSON COURTHOUSE,1278822,400 S VIRGINIA STREET,,RENO,Nevada,,89501,United States,1995,Courthouse,Existing,206886,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NV0304ZZ - LLOYD GEORGE COURTHOUSE,1299353,333 S LAS VEGAS BLVD S,,LAS VEGAS,Nevada,,89101,United States,2000,Courthouse,Existing,454895,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0000AB - USBS ALEXANDRIA BAY,2630093,INTERSTATE 81,,ALEXANDRIA BAY,New York,,136079998,United States,1974,Office,Existing,57504,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0000CB - USBS CHAMPLAIN,2630094,198 W SERVICE ROAD,,CHAMPLAIN,New York,,129194440,United States,2010,Office,Existing,196585,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0000CI-CHATEAUGAY LPOE,3981443,INSPECTION BLD BORDER,,CHATEAUGAY,New York,,12920,United States,1985,Office,Existing,9440,Sq. Ft.,100,One,1,,,Yes,Other
NY0000IY - BINGHAMTON DEPOT FACILITY,2999320,1151 HOYT AVENUE,,BINGHAMTON,New York,,13901,United States,1945,Non-Refrigerated Warehouse,Existing,830508,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0000MB - USBS MASSENA,2999321,CORNWELL BRIDGE,,MASSENA,New York,,13662,United States,2009,Office,Existing,95051,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0000OC - MCEWEN CUSTOMS HOUSE,2630096,127 NORTH WATER STREET,,OGDENSBURG,New York,,136691411,United States,1810,Office,Existing,27317,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0002ZZ - FOLEY US PO & CH,2414182,445 BROADWAY,,ALBANY,New York,,12207,United States,1934,Courthouse,Existing,230713,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0026ZZ - DILLON US CH,2630098,68 COURT STREET,,BUFFALO,New York,,142023476,United States,1936,Courthouse,Existing,180416,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0059ZZ-USBS FORT COVINGTON,2630099,NY STATE ROUTE 37,,FORT COVINGTON,New York,,12937,United States,1985,Office,Existing,6391,Sq. Ft.,100,One,1,,,Yes,Other
NY0128ZZ - 201 VARICK FED BLDG,1259993,201 VARICK STREET,,NEW YORK MANHATTAN,New York,,10014,United States,1929,Office,Existing,1013949,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0130ZZ - MARSHALL US CH,1359,40 CENTRE STREET,,NEW YORK-MANHATTAN,New York,,10007,United States,1936,Office,Existing,730533,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0131ZZ - HAMILTON CUSTOMS HOUSE,2630100,1 BOWLING GREEN,,NEW YORK-MANHATTAN,New York,,100041415,United States,1907,Office,Existing,501226,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0196ZZ - USBS OVERTON-ROUSES,2630102,NY STATE ROUTE 276,,ROUSES POINT,New York,,129799998,United States,1933,Office,Existing,10455,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0197ZZ - USBS ST JOHNS-ROUSES,2630103,NY STATE ROUTE 9B,,ROUSES POINT,New York,,129799998,United States,1933,Office,Existing,18948,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0216ZZ - USBS TROUT RIVER,2630104,NY STATE ROUTE 30,,TROUT RIVER,New York,,138470000,United States,1932,Office,Existing,8842,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0218ZZ - PIRNIE FED BLDG,2414170,"BROAD, CATHERINE, JOHN STREETS",,UTICA,New York,,13501,United States,1928,Courthouse,Existing,118680,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0234ZZ - DUBERSTEIN US CH,2630105,271 CADMAN PLAZA,,NEW YORK KINGS,New York,,112011801,United States,1892,Office,Existing,565851,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0270ZZ - CELLER US CH,2630107,"225 CADMAN PLACE, EAST",,NEW YORK KINGS,New York,,112011818,United States,1963,Office,Existing,323833,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0281ZZ - HANLEY US CH & FED BLDG,2414177,100 SOUTH CLINTON STREET,,SYRACUSE,New York,,13261,United States,1979,Courthouse,Existing,329839,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0282ZZ - JACOB JAVITS FED BLDG,2423784,26 FEDERAL PLAZA,,NEW YORK-MANHATTAN,New York,,10278,United States,1968,Office,Existing,2745759,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0300ZZ - O'BRIEN FED BLDG,2414220,1 CLINTON AVENUE,,ALBANY,New York,,12207,United States,1975,Office,Existing,256954,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0304ZZ - KEATING FED BLDG,2414174,100 STATE STREET,,ROCHESTER,New York,,14614,United States,1974,Courthouse,Existing,264031,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0311ZZ - HOWARD STREET GARAGE,2630108,203-209 CENTRE STREET,,NEW YORK-MANHATTAN,New York,,100133601,United States,1933,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0323ZZ - MOLLO FED BLDG,2999322,1 ST ANDREWS PLAZA,,NEW YORK-MANHATTAN,New York,,10007,United States,1975,Office,Existing,160280,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0349ZZ - ADDABBO FED BLDG,1581942,1 Jamaica Center Plaza,,New York - Queens,New York,,11432,United States,1989,Office,Existing,905040,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0350ZZ - WEISS FED BLDG,2630109,290 BROADWAY,,NEW YORK-MANHATTAN,New York,,10007,United States,1994,Office,Existing,938300,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0351ZZ - MOYNIHAN US CH,1259962,500 PEARL ST,,NEW YORK-MANHATTAN,New York,,10007,United States,1994,Courthouse,Existing,933715,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0353ZZ - BRIEANT US CH,1259977,300 QUARROPAS STREET,,WHITE PLAINS,New York,,10601,United States,1995,Courthouse,Existing,149472,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0355ZZ - D'AMATO US CH,2630110,FEDERAL PLAZA,,CENTRAL ISLIP,New York,,117224469,United States,2000,Courthouse,Existing,1014037,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0369ZZ - RH BROWN US MISSION BLDG,2999323,799 UNITED NATIONS PLAZA,,NEW YORK,New York,,10017,United States,2010,Office,Existing,165637,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0371ZZ-JACKSON US COURTHOUSE,2999324,2 NIAGRA SQUARE,,BUFFALO,New York,,14202,United States,2012,Office,Existing,284674,Sq. Ft.,100,One,1,,,Yes,Other
NY0375ZZ - USBS MASSENA,2630111,CORNWALL BRIDGE,,MASSENA,New York,,136620000,United States,2009,Office,Existing,95047,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0399ZZ - ROOSEVELT US CH,2630112,225 CADMAN PLAZA SOUTH,,NEW YORK-KINGS,New York,,11201,United States,2005,Courthouse,Existing,691960,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0586ZZ - USBS CHATEAUGAY,2630113,NY STATE ROUTE 374,,CHATEAUGAY,New York,,129209998,United States,1933,Office,Existing,6340,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY0626MI - USBS MOOERS,2630114,NY STATE ROUTE 22,,MOOERS,New York,,129580000,United States,1932,Office,Existing,5504,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
NY6448ZZ-ONE PIERREPONT PLAZA,4337849,300 CADMAN PLAZA WEST,,BROOKLYN,New York,,11201,United States,1997,Office,Existing,66056,Sq. Ft.,100,One,1,,,Yes,Other
NY7013ZZ-INTERCHEM BUILDING,4337850,1133 6TH AVENUE,,NEW YORK-MANHATTAN,New York,,10036,United States,1994,Office,Existing,181896,Sq. Ft.,100,One,1,,,Yes,Other
NY7035ZZ-STARRET LEHIGH,4337851,601 WEST 26TH STREET,,NEW YORKMANHATTAN,New York,,10011,United States,1994,Office,Existing,250395,Sq. Ft.,100,One,1,,,Yes,Other
NY7044ZZ-140 GRAND,4337852,140 GRAND STREET,,WHITE PLAINS,New York,,10601,United States,1995,Office,Existing,22601,Sq. Ft.,100,One,1,,,Yes,Other
NY7138ZZ-ONE AVIATION PLAZA,4337853,159 STREET AND ROCKAWAY,,NEW YORK QUEENS,New York,,11430,United States,2003,Office,Existing,209244,Sq. Ft.,100,One,1,,,Yes,Other
NY7160ZZ-THE ATRIUM,4337854,1200 SOUTH AVE,,STATEN ISLAND,New York,,10314,United States,1998,Office,Existing,6404,Sq. Ft.,100,One,1,,,Yes,Other
NY7282ZZ-33 MAIDEN LANE,4337855,33 MAIDEN LANE,,NEW YORK MANHATTAN,New York,,10038,United States,2004,Office,Existing,43936,Sq. Ft.,100,One,1,,,Yes,Other
NY7288ZZ-100 MYRTLE AVENUE,4337856,100 MYRTLE AVENUE,,NEW YORK-KINGS,New York,,11201,United States,2013,Office,Existing,119629,Sq. Ft.,100,One,1,,,Yes,Other
NY7321ZZ-OFFICE OF US ATTORNEYS,4337857,86 CHAMBERS SUITE 704,,NEW YORK-MANHATTAN,New York,,10007,United States,2004,Office,Existing,72259,Sq. Ft.,100,One,1,,,Yes,Other
NY7346ZZ-THE BULOVA CORPORATE,4337858,75-20 ASTORIA BLVD.,,NEW YORK - QUEENS,New York,,11370,United States,2005,Office,Existing,15407,Sq. Ft.,100,One,1,,,Yes,Other
NY7370ZZ-111 EIGHTH AVE.,4337859,111 EIGHTH AVE.,,NY-MANHATTAN,New York,,10011,United States,2007,Office,Existing,45122,Sq. Ft.,100,One,1,,,Yes,Other
NY7402ZZ-2 METROTECH CENTER,4337860,2 METROTECH CENTER,,NEW YORK-KINGS,New York,,11201,United States,2007,Office,Existing,23238,Sq. Ft.,100,One,1,,,Yes,Other
NY7503ZZ-BELLTEL LOFTS,4337861,365 BRIDGE STREET,,BROOKLYN,New York,,11219,United States,2013,Office,Existing,13425,Sq. Ft.,100,One,1,,,Yes,Other
OH0000CL-BRICKER FEDERAL BLDG,1582428,200 N HIGH ST,,COLUMBUS,Ohio,,43215,United States,1985,Office,Existing,453710,Sq. Ft.,100,None,0,,,Yes,Other
OH0000CN - POTT STEWART PO CT,1611790,100 E FIFTH STREET,,CINCINNATI,Ohio,,45202,United States,1938,Office,Existing,1333788,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0000DD - WAREHOUSE 4,2387002,3150 SPRINGBORO ROAD,,DAYTON,Ohio,,45420,United States,1952,Non-Refrigerated Warehouse,Existing,212204,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0033ZZ-METZENBAUM US CTHSE,1424644,201 SUPERIOR AVE,,CLEVELAND,Ohio,,44114,United States,1973,Office,Existing,245368,Sq. Ft.,100,One,1,,,Yes,Other
OH0046ZZ - Kinneary US Courthouse ARRA,1035801,85 MARCONI BLVD,,COLUMBUS,Ohio,,43215,United States,1935,Courthouse,Existing,284798,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0100ZZ - DONALD PEASE FB,1583679,143 W LIBERTY ST,,MEDINA,Ohio,,44256,United States,1938,Courthouse,Existing,8825,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0143ZZ - ASHLEY COURTHOUSE,2411696,1716 SPIELBUSCH AVE,,TOLEDO,Ohio,,43604,United States,1932,Courthouse,Existing,91767,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0192ZZ - CELEBREZZE FED BLDG,1437116,1240 E NINTH STREET,,CLEVELAND,Ohio,,44199,United States,1966,Office,Existing,1482777,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
OH0194ZZ - SEIBERLING FB CTHSE,1165520,2 SOUTH MAIN STREET,,AKRON,Ohio,,44308,United States,1974,Courthouse,Existing,256905,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0195ZZ - DAYTON FED BLG CTHSE,1154584,200 W 2ND ST,,DAYTON,Ohio,,45402,United States,1974,Office,Existing,169020,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0196ZZ - FED PARKING FACILITY,2630116,THIRD  PERRY STS,,DAYTON,Ohio,,454022104,United States,1979,Other,Existing,0,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0215ZZ - LAMBROS FB CTHSE,1782904,125 MARKET STREET,,YOUNGSTOWN,Ohio,,44503,United States,1995,Courthouse,Existing,42608,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0301ZZ - STOKES US COURTHOUSE,1165556,801 W SUPERIOR AVE,,CLEVELAND,Ohio,,44114,United States,2002,Office,Existing,779709,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH0302ZZ - N R JONES FED BLDG,1769197,10 EAST COMMERCE,,YOUNGSTOWN,Ohio,,44503,United States,2002,Courthouse,Existing,52255,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OH2030ZZ-LAKEWOOD CENTER WEST,4337862,14650 DETROIT AVENUE,,LAKEWOOD,Ohio,,44107,United States,1989,Office,Existing,17181,Sq. Ft.,100,One,1,,,Yes,Other
OH2090ZZ-CROWN CENTRE,4337863,5005 ROCKSIDE ROAD,,INDEPENDENCE,Ohio,,44131,United States,1994,Office,Existing,10922,Sq. Ft.,100,One,1,,,Yes,Other
OH2093ZZ-EATON CENTER,4337864,1111 SUPERIOR AVENUE,,CLEVELAND,Ohio,,44114,United States,1993,Office,Existing,27918,Sq. Ft.,100,One,1,,,Yes,Other
OH2138ZZ-ROCKSIDE CENTER III,4337865,5990 WEST CREEK ROAD,,INDEPENDENCE,Ohio,,44131,United States,1995,Office,Existing,72704,Sq. Ft.,100,One,1,,,Yes,Other
OH2158ZZ-ATRIUM II BUILDING,4337866,221 E FOURTH STREET,,CINCINNATI,Ohio,,45202,United States,2003,Office,Existing,78722,Sq. Ft.,100,One,1,,,Yes,Other
OK0000CT - OKC POST OFF CTHS,2630117,215 DEAN A. MCGEE AVE,,OKLAHOMA CITY,Oklahoma,,731023440,United States,1912,Office,Existing,513048,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0000OC - PMD CENTER WAREHSE,2630118,2800 S EASTERN AVENUE,,OKLAHOMA CITY,Oklahoma,,731297653,United States,1942,Non-Refrigerated Warehouse,Existing,21912,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0039ZZ - CARL ALBERT FB CTHS,1581968,301 E CARL ALBERT PARKWAY,,MCALESTER,Oklahoma,,74501,United States,1914,Office,Existing,24943,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0041ZZ - MUSKOGEE FB CTHS,1583405,101 N 5TH STREET,,MUSKOGEE,Oklahoma,,74401,United States,1915,Office,Existing,133565,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0063ZZ - TULSA FED BLDG,1577605,224 S BOULDER AVENUE,,TULSA,Oklahoma,,74103,United States,1917,Office,Existing,154060,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0074ZZ - LAWTON FED BLDG CTHS,2389905,410 SE 5TH STREET,,LAWTON,Oklahoma,,73501,United States,1917,Office,Existing,27799,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OK0101ZZ - OKLAHOMA CTY FED BLD,1582249,301 NW 6TH STREET,,OKLAHOMA CITY,Oklahoma,,73102,United States,2003,Office,Existing,180767,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0000MM - MEDFORD USGS BLDG,2630119,4890 NORTH RUNWAY DRIVE,,MEDFORD,Oregon,,975013000,United States,1993,Office,Existing,5621,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0000PT - TROUTDALE W FED WHS,2630120,202 NW GRAHAM ROAD,,TROUTDALE,Oregon,,970609539,United States,1945,Non-Refrigerated Warehouse,Existing,51570,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0018ZZ - J A REDDEN US CTHS,2630121,310 WEST 6TH STREET,,MEDFORD,Oregon,,975012766,United States,1916,Courthouse,Existing,33804,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0023ZZ - GUS J. SOLOMON CTHSE,1406932,620 SW MAIN STREET,,PORTLAND,Oregon,,97205,United States,1933,Office,Existing,205338,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0024ZZ - PIONEER US CTHSE,20621,700 SW 6TH AVENUE,,PORTLAND,Oregon,,97204,United States,1875,Courthouse,Existing,56282,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0033PE - 911 FEDERAL BUILDING,20624,911 NE 11TH ST,,PORTLAND,Oregon,,97232,United States,1953,Office,Existing,312447,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0043ZZ - E.GREEN - W.WYATT FB,20005,1220 SW THIRD AVENUE,,PORTLAND,Oregon,,97204,United States,1975,Office,Existing,449418,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0045ZZ - DAVID J. WHEELER FB,20627,1550 DEWEY AVENUE,,BAKER,Oregon,,97814,United States,1969,Office,Existing,58599,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0051ZZ - EUGENE FB-CT,2630122,211 E 7TH AVE,,EUGENE,Oregon,,974012773,United States,1974,Office,Existing,111697,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
OR0052ZZ - MARK O. HATFIELD CT,18503,1000 SW THIRD AVENUE,,PORTLAND,Oregon,,97205,United States,1997,Courthouse,Existing,591692,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
OR0053ZZ - WAYNE L. MORSE US CT,1400169,405 EAST EIGHTH AVENUE,,EUGENE,Oregon,,97401,United States,2006,Courthouse,Existing,270325,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0000AT - WISSAHICKON FED BLDG,2474727,5000 WISSAHICKON AVE,,PHILADELPHIA,Pennsylvania,,19144,United States,1998,Office,Existing,449021,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0000BG - BYRNE GREEN COMPLEX,1134770,600 ARCH STREET,,PHILADELPHIA,Pennsylvania,,19106,United States,1970,Courthouse,Existing,1709559,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0000ER - ERIE FED BLDG COURTHOUSE,2399705,617 STATE STREET,,ERIE,Pennsylvania,,16501,United States,1938,Office,Existing,172531,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0000NC - NEALON FED BLDG & CTHSE,2630123,235 N WASHINGTON AVENUE,,SCRANTON,Pennsylvania,,18503,United States,1931,Courthouse,Existing,334867,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0143ZZ - RN NIX FED BLDG & USPO,1299442,900 MARKET STREET,,PHILADELPHIA,Pennsylvania,,19107,United States,1937,Office,Existing,395730,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0144ZZ - PHILADELPHIA CUSTOMHOUSE,1297698,200 CHESTNUT STREET,,PHILADELPHIA,Pennsylvania,,19106,United States,1934,Office,Existing,561551,Sq. Ft.,95,None,0,,,Yes,General Services Administration (GSA)
PA0158ZZ - PITTSBURG PO & COUTHOUSE,2399391,700 GRANT STREET,,PITTSBURGH,Pennsylvania,,15219,United States,1934,Courthouse,Existing,739902,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0233ZZ - MOORHEAD FEDERAL BLDG,2399398,1000 LIBERTY AVENUE,,PITTSBURGH,Pennsylvania,,15222-4004,United States,1964,Office,Existing,771244,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
PA0235ZZ - SCHNEEBELI FED BLDG CTHSE,2630124,240 W THIRD STREET,,WILLIAMSPORT,Pennsylvania,,177016438,United States,1976,Courthouse,Existing,81308,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0260ZZ - SSA TRUST FUND BLDG,2630125,50 NORTH 3RD ST,,CHAMBERSBURG,Pennsylvania,,172011813,United States,1972,Office,Existing,6829,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0261ZZ - SSA GREENSBURG,2630126,122 WEST THIRD STREET,,GREENSBURG,Pennsylvania,,156012906,United States,1971,Office,Existing,9870,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0267ZZ - REAGAN FED BLDG & CTHSE,2399399,228 WALNUT STREET,,HARRISBURG,Pennsylvania,,17108,United States,1966,Office,Existing,252280,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0276ZZ - SSA HAZLETON,2630127,88 SOUTH LAUREL STREET,,HAZLETON,Pennsylvania,,182016329,United States,1972,Office,Existing,8413,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0280ZZ - SSA PITTSBURG,2720,6117 PENN CIRCLE NORTH,,PITTSBURGH,Pennsylvania,,15230,United States,1970,Office,Existing,12282,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PA0588ZZ - CAHN FED BLDG & COURTHSE,2630128,504 WEST HAMILTON STREET,,ALLENTOWN,Pennsylvania,,181051518,United States,1995,Courthouse,Existing,94069,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PR0000FP - GSA CENTER,2999327,INSULAR RD 28,,"GUAYNABO, SAN JUAN",Puerto Rico,,00934,United States,1945,Office,Existing,85639,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PR0003ZZ - TOLEDO US CH & FED BLDG,2630129,"BLDG 300, CALLE DEL RECINTO SUR",,SAN JUAN,Puerto Rico,,009019998,United States,1914,Courthouse,Existing,125050,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PR0017ZZ - DEGETAU US CH & FED BLDG,1260020,150 CARLOS E CHARDON STREET,,"HATO REY, SAN JUAN",Puerto Rico,,00918,United States,1974,Office,Existing,15249,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
PR0023ZZ - DEGETAU CHILD CARE CENTER,3609952,150 CARLOS E CHARDON STREET,,"HATO REY, SAN JUAN",Puerto Rico,,00918,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,No,
Potter Stewart Courthouse,3940647,100 East Fifth Street,,Cincinnati,Ohio,,45202,United States,1938,Office,Existing,542040,Sq. Ft.,100,One,1,,,,
RI0009ZZ - PROVIDENCE COURTHOUSE,1539,1 EXCHANGE TERRACE,,PROVIDENCE,Rhode Island,,02903,United States,1908,Courthouse,Existing,118870,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
RI0010ZZ - JO PASTORE FEDERAL BLDG,1540,2 EXCHANGE TERRACE,,PROVIDENCE,Rhode Island,,02903,United States,1940,Office,Existing,113112,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SC0000AA-S THURMOND FED BLDG,2406709,1835 ASSEMBLY STREET,,COLUMBIA,South Carolina,,29201,United States,1985,Office,Existing,476363,Sq. Ft.,100,One,1,,,Yes,Other
SC0000AC-CHARLESTON PO-CT and Hollings Judicial Center,2630130,81 BROAD STREET and 83 MEETING STREET,,CHARLESTON,South Carolina,,29401,United States,1897,Courthouse,Existing,92537,Sq. Ft.,100,More Than One,2,,,Yes,General Services Administration (GSA)
SC0002ZZ-C SIMON COURTHOUSE,2630131,223 S W PARK AVENUE,,AIKEN,South Carolina,,29801,United States,1985,Office,Existing,14566,Sq. Ft.,100,One,1,,,Yes,Other
SC0004ZZ-GR ANDERSON FB CTHS,2630132,315 S MCDUFFIE STREET,,ANDERSON,South Carolina,,29621,United States,1985,Office,Existing,31806,Sq. Ft.,100,One,1,,,Yes,Other
SC0010ZZ-M PERRY COURTHOUSE,2630133,901 RICHLAND STREET,,COLUMBIA,South Carolina,,29201,United States,2004,Courthouse,Existing,213305,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SC0011ZZ-CHARLESTON US CUSTOM HSE,2630134,200 EAST BAY STREET,,CHARLESTON,South Carolina,,29403,United States,1879,Office,Existing,57577,Sq. Ft.,100,One,1,,,Yes,Other
SC0013ZZ-PERRY PARKING DECK,2406547,1100 RICHLAND STREET,,COLUMBIA,South Carolina,,29201,United States,2002,Office,Existing,323000,Sq. Ft.,100,One,1,,,Yes,Other
SC0018ZZ-DAVIS BANKRUPTCY CTHS,2630135,1100 LAUREL ST,,COLUMBIA,South Carolina,,29201,United States,1973,Office,Existing,58135,Sq. Ft.,100,One,1,,,Yes,Other
SC0020ZZ - VA REGIONAL OFFICE,2630136,1801 ASSEMBLY ST,,COLUMBIA,South Carolina,,292012401,United States,1952,Office,Existing,94361,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
SC0028ZZ-HAYNSWORTH FB CTHS,1549,300 E. WASHINGTON ST.,,GREENVILLE,South Carolina,,29601,United States,1973,Office,Existing,86013,Sq. Ft.,100,One,1,,,Yes,Other
SC0041ZZ-RUSSELL FED BLDG CTHS,2630137,201 MAGNOLIA STREET,,SPARTANBURG,South Carolina,,29301,United States,1973,Office,Existing,55417,Sq. Ft.,100,One,1,,,Yes,Other
SC0058ZZ-MCMILLAN FED BLDG CTHS,2630138,401 W EVANS STREET,,FLORENCE,South Carolina,,29501,United States,1985,Office,Existing,110891,Sq. Ft.,100,One,1,,,Yes,Other
SC2039ZZ - Beaufort Courthouse,2822500,1501 BAY STREET,,BEAUFORT,South Carolina,,299025404,United States,1970,Courthouse,Existing,14653,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
